country,latitude,longitude,networkDomain,date,users,newUsers,sessions,bounceRate,sessionDuration,YearMonth
United Kingdom,51.5074,-0.1278,Other,2015-02-20,1,1,1,0,126,201502
United Kingdom,51.5074,-0.1278,Other,2015-02-23,3,2,3,0,1616,201502
United Kingdom,51.5074,-0.1278,Other,2015-02-27,2,2,2,0,882,201502
United Kingdom,51.5074,-0.1278,Other,2015-03-04,1,1,1,0,596,201503
United Kingdom,51.5074,-0.1278,Other,2015-03-05,1,1,1,0,652,201503
United Kingdom,51.5074,-0.1278,Other,2015-03-23,1,1,1,0,0,201503
United Kingdom,51.5074,-0.1278,Other,2015-03-26,1,1,1,0,0,201503
United Kingdom,51.5074,-0.1278,Other,2015-03-27,1,1,3,0,978,201503
United Kingdom,51.5074,-0.1278,Other,2015-04-14,2,2,2,0,157,201504
United Kingdom,51.5074,-0.1278,Other,2015-04-26,1,1,1,0,0,201504
United Kingdom,51.5074,-0.1278,Other,2015-04-29,3,3,3,0,1038,201504
United Kingdom,51.5074,-0.1278,Other,2015-05-05,1,1,1,0,16,201505
United Kingdom,51.5074,-0.1278,Other,2015-05-12,1,0,1,0,379,201505
United Kingdom,51.5074,-0.1278,Other,2015-05-14,1,0,1,0,283,201505
United Kingdom,51.5074,-0.1278,Other,2015-05-15,1,1,1,0,0,201505
United Kingdom,51.5074,-0.1278,Other,2015-05-28,1,1,1,0,0,201505
United Kingdom,51.5074,-0.1278,Other,2015-06-02,1,1,1,0,41,201506
United Kingdom,51.5074,-0.1278,Other,2015-06-05,1,1,2,0,60,201506
United Kingdom,51.5074,-0.1278,Other,2015-02-03,1,1,1,100,0,201502
United Kingdom,51.5074,-0.1278,Other,2014-09-18,1,0,1,0,348,201409
United Kingdom,51.5074,-0.1278,Other,2014-10-15,1,0,3,33.33333333333333,100,201410
United Kingdom,51.5074,-0.1278,Other,2014-11-11,1,0,2,50,109,201411
United Kingdom,51.5074,-0.1278,Other,2014-11-17,1,0,1,0,1,201411
United Kingdom,51.5074,-0.1278,Other,2014-11-27,1,0,1,0,14,201411
United Kingdom,51.5074,-0.1278,Other,2015-01-21,1,0,1,0,12,201501
United Kingdom,51.5074,-0.1278,Other,2015-01-27,1,0,1,0,2,201501
United Kingdom,51.5074,-0.1278,Other,2015-02-02,1,0,1,0,29,201502
United Kingdom,51.5074,-0.1278,Other,2015-03-06,2,0,2,0,2,201503
United Kingdom,51.5074,-0.1278,Other,2015-03-23,1,0,1,0,47,201503
United Kingdom,51.5074,-0.1278,Other,2015-04-02,1,1,2,0,1,201504
United Kingdom,51.5074,-0.1278,Other,2015-05-13,2,0,2,0,55,201505
United Kingdom,51.5074,-0.1278,Other,2015-05-14,1,0,1,0,4,201505
United Kingdom,51.5074,-0.1278,Other,2015-06-01,1,0,1,0,55,201506
United Kingdom,51.5074,-0.1278,Other,2014-09-19,1,1,2,0,748,201409
United Kingdom,51.5074,-0.1278,Other,2014-09-23,1,0,1,0,3,201409
United Kingdom,51.5074,-0.1278,Other,2014-10-09,1,0,1,100,0,201410
United Kingdom,51.5074,-0.1278,Other,2014-10-10,1,0,1,100,0,201410
United Kingdom,51.5074,-0.1278,Other,2014-10-30,1,0,1,0,56,201410
United Kingdom,51.5074,-0.1278,Other,2014-11-03,1,1,1,0,77,201411
United Kingdom,51.5074,-0.1278,Other,2014-12-01,2,0,2,0,122,201412
United Kingdom,51.5074,-0.1278,Other,2014-12-03,1,0,1,0,17,201412
United Kingdom,51.5074,-0.1278,Other,2014-12-17,1,0,1,0,7,201412
United Kingdom,51.5074,-0.1278,Other,2015-01-16,3,1,4,0,1083,201501
United Kingdom,51.5074,-0.1278,Other,2015-01-23,1,0,1,0,139,201501
United Kingdom,51.5074,-0.1278,Other,2015-02-02,1,1,2,50,53,201502
United Kingdom,51.5074,-0.1278,Other,2015-02-18,1,0,1,0,0,201502
United Kingdom,51.5074,-0.1278,Other,2015-02-24,1,0,1,0,24,201502
United Kingdom,51.5074,-0.1278,Other,2015-02-25,1,1,1,0,9,201502
United Kingdom,51.5074,-0.1278,Other,2015-03-16,1,1,1,0,0,201503
United Kingdom,51.5074,-0.1278,Other,2015-03-18,1,0,2,0,914,201503
United Kingdom,51.5074,-0.1278,Other,2015-04-08,1,0,1,0,1044,201504
United Kingdom,51.5074,-0.1278,Other,2015-04-28,1,0,2,0,0,201504
United Kingdom,51.5074,-0.1278,Other,2015-05-12,1,0,3,0,3758,201505
United Kingdom,51.5074,-0.1278,Other,2015-05-28,1,0,1,0,5,201505
United Kingdom,51.5074,-0.1278,Other,2015-06-02,1,0,2,0,2821,201506
United Kingdom,51.5085,-0.1255,Other,2014-09-03,1,1,1,0,43,201409
United Kingdom,51.5085,-0.1255,Other,2014-03-19,1,1,1,0,62,201403
United Kingdom,51.5085,-0.1255,Other,2014-04-02,1,1,1,0,22,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-03,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-04,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-07,1,1,1,0,178,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-23,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-29,1,1,1,0,311,201404
United Kingdom,51.5085,-0.1255,Other,2014-05-03,1,1,1,0,37,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-22,1,1,1,0,41,201405
United Kingdom,51.5085,-0.1255,Other,2014-06-24,1,1,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-27,1,0,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-07-15,1,1,2,50,19,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-18,1,0,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-24,1,1,1,0,399,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-25,1,0,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-31,1,0,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-08-01,1,1,2,0,40,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-25,1,1,1,100,0,201408
United Kingdom,51.5085,-0.1255,Other,2014-09-08,1,1,1,100,0,201409
United Kingdom,51.5085,-0.1255,Other,2014-08-05,1,1,1,100,0,201408
United Kingdom,51.5085,-0.1255,Other,2014-06-06,1,1,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-04-09,1,1,1,0,83,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-28,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-05-02,1,1,1,0,742,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-26,1,1,1,0,87,201405
United Kingdom,51.5085,-0.1255,Other,2014-07-07,1,1,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-04-02,1,0,2,0,1e3,201404
United Kingdom,51.5085,-0.1255,Other,2014-05-02,1,1,1,100,0,201405
United Kingdom,51.5085,-0.1255,Other,2014-06-30,1,1,1,0,45,201406
United Kingdom,51.5085,-0.1255,Other,2014-04-23,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-28,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-06-25,1,1,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-04-19,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-06-16,1,1,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-07-16,1,1,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-22,1,1,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-06-19,1,1,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-30,1,1,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-07-14,1,1,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-08-15,1,1,1,0,99,201408
United Kingdom,51.5085,-0.1255,Other,2014-04-16,1,1,1,0,592,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-03-26,2,0,2,50,2,201403
United Kingdom,51.5085,-0.1255,nhs.uk,2014-03-27,4,3,4,25,408,201403
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-01,2,1,3,66.66666666666666,1102,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-02,2,1,3,33.33333333333333,1366,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-04,1,1,2,50,994,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-07,6,3,7,42.857142857142854,3575,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-08,4,4,4,0,126,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-09,2,1,3,0,211,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-10,2,0,2,50,6,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-14,3,2,3,33.33333333333333,52,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-15,1,0,1,0,250,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-16,3,1,3,0,108,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-17,4,4,4,25,329,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-18,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-22,1,1,1,0,37,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-23,2,0,2,0,200,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-25,2,1,2,50,2,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-28,2,0,2,50,1791,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-29,3,2,3,66.66666666666666,89,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-04-30,1,1,1,0,4,201404
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-07,11,5,11,45.45454545454545,1719,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-08,8,2,8,25,1898,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-11,8,6,10,10,3875,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-12,6,3,6,50,711,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-13,17,11,19,10.526315789473683,5547,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-14,11,8,11,45.45454545454545,1291,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-15,4,0,5,40,328,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-18,6,4,6,0,400,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-19,9,2,11,36.36363636363637,1578,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-20,9,7,10,20,1990,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-21,312,222,324,45.06172839506173,511.1753061566851,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-22,59,44,60,50,8307,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-23,4,4,4,75,854,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-24,7,4,7,42.857142857142854,209,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-25,6,6,6,50,1506,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-26,46,35,47,48.93617021276596,3042,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-27,31,18,32,50,2414,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-28,18,14,18,38.88888888888889,1814,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-08-29,15,7,16,25,2074,201408
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-01,12,5,13,30.76923076923077,601,201409
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-02,18,10,19,68.42105263157895,1200,201409
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-03,23,15,26,53.84615384615385,3079,201409
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-04,17,13,17,52.94117647058824,948,201409
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-05,17,11,19,26.31578947368421,3991,201409
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-08,17,8,18,27.77777777777778,2783,201409
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-09,10,5,12,16.666666666666664,567,201409
United Kingdom,51.5085,-0.1255,nhs.uk,2014-09-10,6,2,7,42.857142857142854,902,201409
United Kingdom,51.5085,-0.1255,Other,2014-04-05,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-05-09,1,1,1,0,104,201405
United Kingdom,51.5085,-0.1255,Other,2014-06-29,1,1,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-08-13,1,1,1,0,141,201408
United Kingdom,51.5085,-0.1255,Other,2014-04-15,1,1,1,0,490,201404
United Kingdom,51.5085,-0.1255,Other,2014-07-28,1,1,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-08-20,1,1,2,50,48,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-20,1,1,1,0,59,201408
United Kingdom,51.5085,-0.1255,Other,2014-04-09,1,1,1,0,343,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-26,1,1,1,0,34,201404
United Kingdom,51.5085,-0.1255,Other,2014-06-24,1,1,1,0,118,201406
United Kingdom,51.5085,-0.1255,Other,2014-08-03,1,0,1,0,36,201408
United Kingdom,51.5085,-0.1255,Other,2014-04-29,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-09-10,1,1,1,100,0,201409
United Kingdom,51.5085,-0.1255,Other,2014-03-27,1,1,1,100,0,201403
United Kingdom,51.5085,-0.1255,Other,2014-03-28,1,1,1,100,0,201403
United Kingdom,51.5085,-0.1255,Other,2014-03-29,1,0,1,0,42,201403
United Kingdom,51.5085,-0.1255,Other,2014-04-03,2,0,2,50,9,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-07,2,2,3,33.33333333333333,187,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-09,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-12,1,0,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-15,2,0,2,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-17,1,0,2,50,2145,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-20,1,0,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-28,1,0,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-05-02,1,1,1,100,0,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-03,1,1,1,0,276,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-07,1,0,1,100,0,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-12,2,1,4,75,71,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-22,2,1,2,0,41,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-28,1,0,1,100,0,201405
United Kingdom,51.5085,-0.1255,Other,2014-06-04,1,1,1,0,99,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-05,1,1,1,0,310,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-07,1,1,1,0,167,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-08,1,1,1,0,3231,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-09,2,1,2,0,1670,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-10,1,0,1,0,385,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-18,3,0,3,66.66666666666666,3,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-19,1,0,1,0,2,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-20,1,0,1,100,0,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-24,1,0,1,0,3,201406
United Kingdom,51.5085,-0.1255,Other,2014-06-25,2,0,5,20,309,201406
United Kingdom,51.5085,-0.1255,Other,2014-07-05,1,1,1,0,86,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-07,1,0,2,0,311,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-08,1,1,1,0,268,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-09,1,0,2,0,2465,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-15,2,0,3,66.66666666666666,146,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-17,2,1,2,50,60,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-21,2,2,2,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-22,1,0,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-25,1,0,1,0,1852,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-29,1,1,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-31,2,1,3,66.66666666666666,4710,201407
United Kingdom,51.5085,-0.1255,Other,2014-08-06,1,0,3,0,1404,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-07,1,0,1,0,2722,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-11,3,2,3,100,0,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-18,1,0,1,0,1605,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-19,2,1,2,0,13,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-21,2,1,2,50,27,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-26,2,1,2,50,3,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-29,1,0,1,0,285,201408
United Kingdom,51.5085,-0.1255,Other,2014-09-04,1,0,1,0,369,201409
United Kingdom,51.5085,-0.1255,Other,2014-09-05,1,0,1,100,0,201409
United Kingdom,51.5085,-0.1255,Other,2014-09-09,1,1,1,100,0,201409
United Kingdom,51.5085,-0.1255,Other,2014-09-10,1,0,1,0,1,201409
United Kingdom,51.5085,-0.1255,Other,2014-04-29,1,1,1,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-03-31,1,1,1,0,509,201403
United Kingdom,51.5085,-0.1255,Other,2014-04-14,2,1,2,50,287,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-30,1,1,1,0,163,201404
United Kingdom,51.5085,-0.1255,Other,2014-05-14,1,1,1,0,44,201405
United Kingdom,51.5085,-0.1255,Other,2014-06-23,1,1,1,0,104,201406
United Kingdom,51.5085,-0.1255,Other,2014-08-01,1,1,1,0,27,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-15,1,1,1,100,0,201408
United Kingdom,51.5085,-0.1255,Other,2014-09-01,1,1,1,0,811,201409
United Kingdom,51.5085,-0.1255,Other,2014-09-03,1,1,1,100,0,201409
United Kingdom,51.5085,-0.1255,Other,2014-06-17,1,0,3,0,32,201406
United Kingdom,51.5085,-0.1255,Other,2014-07-22,1,0,2,0,727,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-29,1,1,1,0,15,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-30,1,1,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-08-12,2,0,2,0,4,201408
United Kingdom,51.5085,-0.1255,Other,2014-08-15,1,1,1,100,0,201408
United Kingdom,51.5085,-0.1255,Other,2014-04-07,1,1,1,0,30,201404
United Kingdom,51.5085,-0.1255,Other,2014-04-23,1,0,2,100,0,201404
United Kingdom,51.5085,-0.1255,Other,2014-05-21,1,0,1,0,10,201405
United Kingdom,51.5085,-0.1255,Other,2014-06-10,2,1,3,0,709,201406
United Kingdom,51.5085,-0.1255,Other,2014-07-01,1,0,1,0,439,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-17,1,0,1,0,27,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-22,2,1,2,50,645,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-25,2,1,2,50,494,201407
United Kingdom,51.5085,-0.1255,Other,2014-07-28,1,0,1,100,0,201407
United Kingdom,51.5085,-0.1255,Other,2014-08-04,1,0,3,0,4,201408
United Kingdom,51.5085,-0.1255,Other,2014-09-03,1,0,1,0,114,201409
United Kingdom,51.5085,-0.1255,Other,2014-05-20,1,1,1,0,665,201405
United Kingdom,51.5085,-0.1255,Other,2014-05-27,1,0,1,0,228,201405
United Kingdom,51.5085,-0.1255,Other,2014-04-28,1,1,1,0,123,201404
United Kingdom,51.5088,-0.0105,Other,2014-07-10,1,1,1,0,216,201407
United Kingdom,51.5088,-0.0105,Other,2014-02-22,1,1,1,100,0,201402
United Kingdom,51.5088,-0.0105,Other,2014-02-23,1,0,1,0,1047,201402
United Kingdom,51.5088,-0.0105,Other,2014-02-24,1,0,1,100,0,201402
United Kingdom,51.5088,-0.0105,Other,2015-05-13,1,1,1,0,24,201505
United Kingdom,51.5105,-0.5950,Other,2014-01-10,1,1,1,100,0,201401
United Kingdom,51.5105,-0.5950,Other,2014-09-26,1,1,1,100,0,201409
United Kingdom,51.5112,-0.1198,Other,2013-09-02,1,1,1,100,0,201309
United Kingdom,51.5112,-0.1198,Other,2013-07-05,2,2,2,100,0,201307
United Kingdom,51.5112,-0.1198,Other,2013-07-09,1,1,1,0,6,201307
United Kingdom,51.5112,-0.1198,Other,2013-08-05,1,1,1,0,41,201308
United Kingdom,51.5112,-0.1198,Other,2013-09-06,1,1,1,0,16,201309
United Kingdom,51.5112,-0.1198,Other,2013-09-16,1,1,2,100,0,201309
United Kingdom,51.5112,-0.1198,Other,2013-10-03,1,1,1,0,411,201310
United Kingdom,51.5112,-0.1198,Other,2013-10-06,1,0,1,100,0,201310
United Kingdom,51.5112,-0.1198,Other,2013-10-10,4,4,4,0,1749,201310
United Kingdom,51.5112,-0.1198,Other,2013-10-11,3,1,5,100,0,201310
United Kingdom,51.5112,-0.1198,Other,2013-11-18,1,1,2,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2013-12-06,1,1,1,0,309,201312
United Kingdom,51.5112,-0.1198,Other,2013-12-18,2,2,2,50,54,201312
United Kingdom,51.5112,-0.1198,Other,2014-01-16,1,1,2,100,0,201401
United Kingdom,51.5112,-0.1198,Other,2014-01-17,1,1,1,0,109,201401
United Kingdom,51.5112,-0.1198,Other,2014-02-05,2,2,2,50,33,201402
United Kingdom,51.5112,-0.1198,Other,2014-02-06,1,1,1,100,0,201402
United Kingdom,51.5112,-0.1198,Other,2014-02-19,1,1,1,100,0,201402
United Kingdom,51.5112,-0.1198,Other,2014-02-26,1,0,1,100,0,201402
United Kingdom,51.5112,-0.1198,Other,2014-03-03,1,1,3,66.66666666666666,8,201403
United Kingdom,51.5112,-0.1198,Other,2014-03-06,1,1,1,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2014-03-07,1,1,1,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2014-03-10,1,1,1,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2014-03-12,1,1,2,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2014-03-13,1,1,2,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2014-03-14,1,1,1,0,36,201403
United Kingdom,51.5112,-0.1198,Other,2013-08-14,1,1,1,100,0,201308
United Kingdom,51.5112,-0.1198,Other,2014-01-20,2,2,3,33.33333333333333,881,201401
United Kingdom,51.5112,-0.1198,Other,2014-01-21,2,2,5,40,60,201401
United Kingdom,51.5112,-0.1198,Other,2014-01-22,1,0,2,0,2140,201401
United Kingdom,51.5112,-0.1198,Other,2013-11-28,1,1,1,0,48,201311
United Kingdom,51.5112,-0.1198,Other,2013-08-28,1,1,1,100,0,201308
United Kingdom,51.5112,-0.1198,Other,2013-10-27,1,0,1,0,71,201310
United Kingdom,51.5112,-0.1198,Other,2014-02-17,1,1,1,100,0,201402
United Kingdom,51.5112,-0.1198,Other,2013-07-12,1,1,1,100,0,201307
United Kingdom,51.5112,-0.1198,Other,2013-08-21,1,1,1,0,52,201308
United Kingdom,51.5112,-0.1198,Other,2013-08-28,1,1,1,100,0,201308
United Kingdom,51.5112,-0.1198,Other,2013-11-11,1,1,1,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2014-01-15,1,1,1,100,0,201401
United Kingdom,51.5112,-0.1198,Other,2013-11-15,1,1,1,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2014-03-21,1,1,1,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2013-10-28,1,1,1,0,115,201310
United Kingdom,51.5112,-0.1198,Other,2013-07-08,1,1,1,0,178,201307
United Kingdom,51.5112,-0.1198,Other,2014-03-19,1,1,1,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2013-07-29,1,1,1,0,16,201307
United Kingdom,51.5112,-0.1198,Other,2013-09-03,1,1,1,0,72,201309
United Kingdom,51.5112,-0.1198,Other,2013-10-23,1,1,1,0,8,201310
United Kingdom,51.5112,-0.1198,Other,2013-11-17,1,1,1,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2014-01-10,1,1,1,100,0,201401
United Kingdom,51.5112,-0.1198,Other,2014-03-17,1,1,1,0,50,201403
United Kingdom,51.5112,-0.1198,Other,2013-07-16,2,2,2,100,0,201307
United Kingdom,51.5112,-0.1198,Other,2013-12-18,1,1,1,100,0,201312
United Kingdom,51.5112,-0.1198,Other,2014-02-03,1,1,1,100,0,201402
United Kingdom,51.5112,-0.1198,Other,2014-02-25,1,1,1,0,835,201402
United Kingdom,51.5112,-0.1198,Other,2013-12-16,1,1,1,0,406,201312
United Kingdom,51.5112,-0.1198,Other,2013-07-25,1,1,1,0,1674,201307
United Kingdom,51.5112,-0.1198,Other,2013-07-26,1,1,1,0,142,201307
United Kingdom,51.5112,-0.1198,Other,2013-11-13,1,1,1,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2013-11-18,1,1,1,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2014-03-19,1,1,1,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2013-09-19,1,1,1,0,52,201309
United Kingdom,51.5112,-0.1198,Other,2013-10-14,1,1,1,100,0,201310
United Kingdom,51.5112,-0.1198,Other,2013-10-10,1,1,1,0,752,201310
United Kingdom,51.5112,-0.1198,Other,2014-03-25,1,1,1,100,0,201403
United Kingdom,51.5112,-0.1198,Other,2014-01-07,1,1,1,100,0,201401
United Kingdom,51.5112,-0.1198,Other,2014-03-24,1,1,1,0,825,201403
United Kingdom,51.5112,-0.1198,Other,2013-09-17,1,1,1,0,32,201309
United Kingdom,51.5112,-0.1198,Other,2013-11-23,1,1,1,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2013-07-26,1,1,1,100,0,201307
United Kingdom,51.5112,-0.1198,Other,2014-02-14,1,1,1,100,0,201402
United Kingdom,51.5112,-0.1198,Other,2013-10-28,1,1,1,100,0,201310
United Kingdom,51.5112,-0.1198,Other,2013-11-04,1,1,1,100,0,201311
United Kingdom,51.5112,-0.1198,Other,2013-09-25,1,1,1,0,1470,201309
United Kingdom,51.5112,-0.1198,Other,2013-10-10,1,0,1,0,49,201310
United Kingdom,51.5112,-0.1198,Other,2013-10-16,1,1,2,50,1582,201310
United Kingdom,51.5112,-0.1198,Other,2014-02-13,1,1,1,100,0,201402
United Kingdom,51.5112,-0.1198,Other,2014-02-15,1,1,1,0,67,201402
United Kingdom,51.5112,-0.1198,Other,2014-02-20,1,1,1,0,113,201402
United Kingdom,51.5112,-0.1198,Other,2014-03-05,1,1,1,0,211,201403
United Kingdom,51.5112,-0.1198,Other,2013-09-23,1,0,1,0,6,201309
United Kingdom,51.5112,-0.1198,Other,2013-12-05,1,1,1,100,0,201312
United Kingdom,51.5112,-0.1198,nhs.uk,2013-07-18,1,1,1,0,34,201307
United Kingdom,51.5112,-0.1198,nhs.uk,2013-07-19,1,1,1,100,0,201307
United Kingdom,51.5112,-0.1198,nhs.uk,2013-07-23,1,0,1,0,11,201307
